15-Mar-2024-03-35-22 --- args ---
The attention method is self_relation-attention, learning rate: 0.1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 4
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 4
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 4
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 4
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 5
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 4
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 5
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 4
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 5
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 4
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 2
Label: 5, Pred: 2
Label: 5, Pred: 2
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
Label: 5, Pred: 1
 *Acc@Video 24.829 
